=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.11.25 17:08:08 =~=~=~=~=~=~=~=~=~=~=~=
Project 4 ready
268435472,0,0,0.000000,0.000000,0.000000
268437504,0,0,0.000000,0.000000,0.000000
268435472,0,0,0.000000,0.000000,0.000000
268437504,0,0,0.000000,0.000000,0.000000
268435472,0,0,0.000000,11.000000,0.011317
268437504,0,0,0.000000,11.000000,0.011317
268435472,0,0,0.000000,11.000000,0.011317
268437504,0,0,0.000000,11.000000,0.011317
268435472,0,0,0.000000,10.500000,0.012048
268437504,0,0,0.000000,10.500000,0.012048
268435472,0,0,0.000000,10.500000,0.012048
268437504,0,0,0.000000,10.500000,0.012048
268435472,0,0,0.000000,10.000000,0.011909
268437504,0,0,0.000000,10.000000,0.011909
268435472,0,0,0.000000,10.000000,0.011909
268437504,0,0,0.000000,10.000000,0.011909
268435472,0,0,0.000000,9.250000,0.012437
268437504,0,0,0.000000,9.250000,0.012437
268435472,0,0,0.000000,9.250000,0.012437
268437504,0,0,0.000000,9.250000,0.012437
268435472,0,0,0.000000,9.400000,0.012493
268437504,0,0,0.000000,9.400000,0.012493
268435472,0,0,0.000000,9.400000,0.012493
268437504,0,0,0.000000,9.400000,0.012493
268435472,0,0,0.000000,9.333333,0.012198
268437504,0,0,0.000000,9.333333,0.012198
268435472,0,0,0.000000,9.333333,0.012198
268437504,0,0,0.000000,9.333333,0.012198
268435472,0,0,0.000000,10.428571,0.012322
268437504,0,0,0.000000,10.428571,0.012322
268435472,0,0,0.000000,10.428571,0.012322
268437504,0,0,0.000000,10.428571,0.012322
268435472,0,0,0.012500,10.000000,0.011615
268437504,0,0,0.012500,10.000000,0.011615
268435472,0,0,0.012500,10.000000,0.011615
268437504,0,0,0.012500,10.000000,0.011615
268435472,0,0,0.010753,10.333333,0.011166
268437504,0,0,0.010753,10.333333,0.011166
268435472,0,0,0.010753,10.333333,0.011166
268437504,0,0,0.010753,10.333333,0.011166
268435472,0,0,0.019417,10.300000,0.010785
268437504,0,0,0.019417,10.300000,0.010785
268435472,0,0,0.019417,10.300000,0.010785
268437504,0,0,0.019417,10.300000,0.010785
268435472,0,0,0.028037,9.727273,0.010803
268437504,-3,0,0.028037,9.727273,0.010803
268435472,0,0,0.028037,9.727273,0.010803
268437504,-3,0,0.028037,9.727273,0.010803
268435472,0,0,0.025210,9.916667,0.010706
268437504,0,0,0.025210,9.916667,0.010706
268435472,0,0,0.025210,9.916667,0.010706
268437504,0,0,0.025210,9.916667,0.010706
268435472,0,0,0.030075,10.230769,0.010497
268437504,0,0,0.030075,10.230769,0.010497
268435472,0,0,0.030075,10.230769,0.010497
268437504,0,0,0.030075,10.230769,0.010497
268435472,0,0,0.028169,10.142857,0.010905
268437504,0,0,0.028169,10.142857,0.010905
268435472,0,0,0.028169,10.142857,0.010905
268437504,0,0,0.028169,10.142857,0.010905
268435472,0,0,0.025974,10.266667,0.011049
268437504,0,0,0.025974,10.266667,0.011049
268435472,0,0,0.025974,10.266667,0.011049
268437504,0,0,0.025974,10.266667,0.011049
268435472,0,0,0.023952,10.437500,0.011279
268437504,0,0,0.023952,10.437500,0.011279
268435472,0,0,0.023952,10.437500,0.011279
268437504,0,0,0.023952,10.437500,0.011279
268435472,0,0,0.022857,10.294118,0.011025
268437504,0,0,0.022857,10.294118,0.011025
268435472,0,0,0.022857,10.294118,0.011025
268437504,0,0,0.022857,10.294118,0.011025
268435472,-3,0,0.031579,10.555556,0.010864
268437504,0,0,0.031579,10.555556,0.010864
268435472,-3,0,0.031579,10.555556,0.010864
268437504,0,0,0.031579,10.555556,0.010864
268435472,-3,0,0.050505,10.421053,0.010420
268437504,0,0,0.050505,10.421053,0.010420
268435472,-3,0,0.050505,10.421053,0.010420
268437504,0,0,0.050505,10.421053,0.010420
268435472,0,0,0.048544,10.300000,0.010252
268437504,0,0,0.048544,10.300000,0.010252
268435472,0,0,0.048544,10.300000,0.010252
268437504,0,0,0.048544,10.300000,0.010252
268435472,0,0,0.059361,10.428571,0.010338
268437504,0,0,0.059361,10.428571,0.010338
268435472,0,0,0.059361,10.428571,0.010338
268437504,0,0,0.059361,10.428571,0.010338
268435472,0,0,0.057269,10.318182,0.010273
268437504,0,0,0.057269,10.318182,0.010273
268435472,0,0,0.057269,10.318182,0.010273
